;category;word;orig_eng_rating
95;deadline;mission milit;7.25
96;deadline;Pers;7.25
97;deadline;manc;7
98;deadline;mission;8.18181818181818
99;deadline;motiv;7.77777777777778
100;deadline;nerv;7
101;deadline;nervos;8.125
102;deadline;giornal;8.19285714285714
103;deadline;editor di giornal;8.54545454545454
104;deadline;obblig;8.42857142857143
105;deadline;Oltre;7.88888888888889
106;deadline;in ritard;7.44444444444444
107;deadline;Document;7.55555555555556
108;deadline;Dat specif;9.90909090909091
109;deadline;pag;8.3
110;deadline;manufatt;9.33333333333333
111;deadline;Pian;7.14285714285714
112;deadline;pianif;7.75
113;deadline;pian;9.27272727272727
114;deadline;urgent;7.8
115;deadline;pression;9.12698412698413
116;deadline;livell di pression;9.375
117;deadline;sensazion di pression;7.6
118;deadline;stamp;7.2
119;deadline;Procrastin;8.66666666666667
120;deadline;progress;7.14285714285714
121;deadline;progett;8.41919191919192
122;deadline;pubblic;7.51515151515151
123;deadline;Veloc;7.2
124;deadline;rapid;7.6
125;deadline;raggiung;7.44444444444444
126;deadline;rapport;8.2
127;deadline;richied;9.44444444444444
128;deadline;Requis;8.75
129;deadline;respons;8.75
130;deadline;rigid;8
131;deadline;regol;8
132;deadline;Affrett;8.1
133;deadline;orar;8
134;deadline;giorn di scuol;7.75
135;deadline;scolarizz;7.125
136;deadline;mand via;8.44444444444444
137;deadline;Calpest;7.25
138;deadline;ferm;8
139;deadline;punt di sost;8.22222222222222
140;deadline;più sever;7.72727272727273
141;deadline;alunn;7.375
142;deadline;Student;7.57142857142857
143;deadline;supervisor;8.28333333333333
144;deadline;tardiv;7.33333333333333
145;deadline;Bersagl;8.11111111111111
146;deadline;lavor di squadr;7.2
147;deadline;punt terminal;7.54545454545455
148;deadline;terminus ad quem;8.8
149;deadline;volt;7.5
150;deadline;Temp;7.41666666666667
151;deadline;richied temp;7.41666666666667
152;deadline;lim di temp;9.77777777777778
153;deadline;gestion del temp;9.63636363636364
154;deadline;Frett;9.58333333333333
155;deadline;in scadenz;9.5
156;deadline;impres;7.11111111111111
157;deadline;univers;8.66666666666667
158;deadline;fin a;8.28571428571429
159;deadline;ben organizz;7.375
160;deadline;oper;8
161;deadline;Lavor;8.55113636363637
162;deadline;lavor su;9.375
163;deadline;lavor per;7.33333333333333
164;deadline;post di lavor;9.44444444444444
165;desperation;agit;7.63636363636364
166;desperation;agon;8.88888888888889
167;desperation;allarm;7.22727272727272
168;desperation;alcol;7.46666666666667
169;desperation;solitudin;7.27222222222222
170;desperation;Rabb;8.85714285714286
171;desperation;angosc;8.7962962962963
172;desperation;ansi;7.76388888888889
173;desperation;ansios;7.6
174;desperation;set;7
175;desperation;terribil;8.1875
176;desperation;catt;7.36363636363636
177;desperation;elemosin;9
178;desperation;Mendic;7.5
179;desperation;supplic;8.85037878787879
180;desperation;Elemosin;8.8
181;desperation;mendic;8.8
182;desperation;rott;7.7
183;desperation;Al verd;7.5
184;desperation;opportun;7.5
185;desperation;caos;7.84615384615385
186;desperation;Grid;8.14285714285714
187;desperation;piang;8.61388888888889
188;desperation;piant;8.875
189;desperation;imprec;7
190;desperation;privazion;7.77777777777778
191;desperation;Depriv;7.36363636363636
192;desperation;desider;8
193;desperation;disper;9.42638888888889
194;desperation;disperat;9
195;desperation;indigent;8.85714285714286
196;desperation;Pover;8.66666666666667
197;desperation;difficolt;8.66666666666667
198;desperation;Grav;7.36363636363636
199;desperation;disag;7.36363636363636
200;desperation;sgoment;7.63636363636364
201;desperation;sconvolt;7.5
202;desperation;Vit o mort;7.55555555555556
203;desperation;condann;7.375
204;desperation;Destin;7.72727272727273
205;desperation;emergent;7.72727272727273
206;desperation;emozion;8.25
207;desperation;emot;7.77777777777778
208;desperation;vuot;7.6
209;desperation;fin;8.25
210;desperation;esasper;7.22222222222222
211;desperation;esaur;7
212;desperation;fall;7.5
213;desperation;carest;7
214;desperation;paur;8.03571428571428
215;desperation;stuf;7.1
216;desperation;Sent;8.57142857142857
217;desperation;sent;8
218;desperation;fas final;7.92307692307692
219;desperation;frenet;9.36363636363636
220;desperation;frustr;8.375
221;desperation;frustrazion;8.36363636363636
222;desperation;uscir;7
223;desperation;abbandon;7.5
224;desperation;arrend;8.5
225;desperation;tristezz;7.72569444444444
226;desperation;grand Depression;7.55555555555556
227;desperation;temp dur;9.33333333333333
228;desperation;dann;7.66666666666667
229;desperation;frett;7.6
230;desperation;mal di cuor;7.3
231;desperation;aiut;8.66666666666667
232;desperation;impotent;8.35416666666666
233;desperation;senzatett;8
234;desperation;senz speranz;7.59090909090909
235;desperation;irrimediabil;8.11111111111111
236;desperation;umil;7.5
237;desperation;fam;8
238;desperation;Far mal;8
239;desperation;fer;7.42857142857143
240;desperation;impazient;8.14285714285714
241;desperation;isol;7.27272727272727
242;desperation;ultim possibil;8.44444444444444
243;desperation;ultim scelt;8.66666666666667
244;desperation;ultim speranz;9.18181818181818
245;desperation;ultim risors;9.84615384615385
246;desperation;infrang la legg;7.5
247;desperation;illegal;7.44444444444444
248;desperation;Sol;8.44444444444444
249;desperation;perd;7
250;desperation;pers;7.77777777777778
251;desperation;bass;7.3
252;desperation;miser;7.27272727272727
253;desperation;Confus;8.33333333333333
254;desperation;sold;7
255;desperation;depression natural;7.25
256;desperation;bisogn;8.64166666666667
257;desperation;necessar;8.41666666666667
258;desperation;più bisogn;7.54545454545455
259;desperation;necess;7.33333333333333
260;desperation;nervos;7.88888888888889
261;desperation;nessun via d'usc;8.46825396825396
262;desperation;calvar;7
263;desperation;protest;8.90909090909091
264;desperation;reazion eccess;7
265;desperation;dolor;7
266;desperation;panic;8
267;desperation;pres dal panic;8.1
268;desperation;pauper;8
269;desperation;per favor;8.42857142857143
270;desperation;pover;7.85714285714286
271;desperation;pression;7.66666666666667
272;desperation;problem;8.40972222222222
273;desperation;psichiatr;7.1
274;desperation;decision avvent;7.22222222222222
275;desperation;spericol;8.3
276;desperation;incoscienz;7.11111111111111
277;desperation;incoscient;7.11111111111111
278;desperation;Spericolatezz;7.25
279;desperation;risc;7.25
280;desperation;trist;7.8
281;desperation;impaur;8.875
282;desperation;Distorc;7.5
283;desperation;grid;8
284;desperation;urland;7.72222222222222
285;desperation;brillant;7
286;desperation;mor di fam;8.42857142857143
287;desperation;affam;7.27272727272727
288;desperation;incagl;9
289;desperation;fatic;8.13333333333333
290;desperation;Stress;9
291;desperation;lott;8.96296296296296
292;desperation;soffr;7.66666666666667
293;desperation;sofferent;8.63636363636364
294;desperation;soffoc;7.1
295;desperation;res;7.44444444444444
296;desperation;sopravvivent;7.36363636363636
297;desperation;sopravviv;8.11111111111111
298;desperation;lacrim;7.90909090909091
299;desperation;terrorizz;8.26666666666667
300;desperation;minacc;7.37142857142857
301;desperation;gett la spugn;8.88888888888889
302;desperation;stanc di;7
303;desperation;torment;7.92424242424242
304;desperation;Lacer;7
305;desperation;tragic;7.11111111111111
306;desperation;prov di tutt;9.28571428571429
307;desperation;gua;7.63636363636364
308;desperation;Problem;7
309;desperation;Tentat;7
310;desperation;Prov;9
311;desperation;prov qualsias cos;9
312;desperation;Moment difficil;8
313;desperation;Temp difficil;7.75
314;desperation;infel;7.75
315;desperation;urgent;8.77272727272727
316;desperation;vulner;7.2
317;desperation;ricerc;8.5
318;desperation;Vol;7.63636363636364
319;desperation;via d'usc;7
320;desperation;Piang;7.45454545454545
321;desperation;Desider;8.2
322;desperation;preoccup;8.9
323;desperation;urlo;7.63636363636364
324;fixation;onnicomprens;8.625
325;fixation;ansi;7
326;fixation;assidu;9
327;fixation;Attenzion;7.41666666666667
328;fixation;assill;7.85714285714286
329;fixation;comport;8.77777777777778
330;fixation;centr;7.6
331;fixation;centr dell'attenzion;7.63636363636364
332;fixation;incentr;9
333;fixation;costrizion;9.125
334;fixation;compuls;7
335;fixation;concentr;8.1625
336;fixation;concentr su;9.61111111111111
337;fixation;consum;7.96590909090909
338;fixation;controll;7.72727272727273
339;fixation;foll;8.11111111111111
340;fixation;Pazz;7.875
341;fixation;raccapricc;7.875
342;fixation;delir;7
343;fixation;Delusion;8.09090909090909
344;fixation;Delir;8
345;fixation;desider;7.65
346;fixation;guid;8
347;fixation;assorb;8.5
348;fixation;incantevol;7.25
349;fixation;fanat;8.01666666666667
350;fixation;affascin;8.2
351;fixation;sent;7.36363636363636
352;fixation;fiss;8.19344729344729
353;fixation;fissazion;9.85714285714286
354;fixation;punt focal;7.7
355;fixation;Punt di rifer;8.66666666666667
356;fixation;mess a fuoc;9.08333333333334
357;fixation;focalizz;9.3625
358;fixation;si concentr;7
359;fixation;sguard;8.88888888888889
360;fixation;guard;7.11111111111111
361;fixation;group;7.3
362;fixation;abitudin;7.11111111111111
363;fixation;molest;7.93434343434344
364;fixation;pres;7.625
365;fixation;infatu;9.47777777777778
366;fixation;gelos;7.77777777777778
367;fixation;ten d'occ;7.63636363636364
368;fixation;amant;7.44444444444444
369;fixation;lussur;7.75
370;fixation;narcisist;7.28571428571429
371;fixation;osserv;7.33333333333333
372;fixation;ossession;9.58222222222222
373;fixation;ossess;9.26785714285715
374;fixation;ossess compuls;9.9
375;fixation;ocd;9.44444444444444
376;fixation;Travolgent;7.71428571428571
377;fixation;Schiacciant;8.42857142857143
378;fixation;paranoi;8.42857142857143
379;fixation;passion;8.44444444444444
380;fixation;possed;7.8
381;fixation;preoccup;8.2375
382;fixation;insegu;8.16666666666667
383;fixation;persegu;7
384;fixation;mental rigid;7.22222222222222
385;fixation;sociopat;7.2
386;fixation;Pedin;8.375
387;fixation;pedin;7.27272727272727
388;fixation;stalking;8.9
389;fixation;Segu;8.72727272727273
390;fixation;stupefatt;9
391;fixation;pens;7.5
392;fixation;pensier;8.6625
393;fixation;senz batt cigl;9
394;fixation;infless;7
395;fixation;tes;8
396;fixation;vol;8.375
397;fixation;Guard;8
398;fixation;sorvegl;7.71428571428571
399;frustration;aggression;7.9625
400;frustration;Aggred;9.11111111111111
401;frustration;agit;8.25
402;frustration;Rabb;8
403;frustration;arrabb;9.5
404;frustration;rabb;9
405;frustration;angosc;7.57323232323232
406;frustration;fastid;8.63099747474747
407;frustration;infastid;9.03472222222222
408;frustration;ansi;8.01136363636364
409;frustration;attacc;7
410;frustration;fall;7.53280423280423
411;frustration;lament;7.63636363636364
412;frustration;smarr;7.25
413;frustration;colp;7.4
414;frustration;incolp;8
415;frustration;Reprim;7.15384615384615
416;frustration;costru;7.08333333333333
417;frustration;butt la spugn;7
418;frustration;Avant;8
419;frustration;reclam;7.55555555555556
420;frustration;confus;7.41666666666667
421;frustration;costern;7.2
422;frustration;grid;8.2
423;frustration;cris;7.625
424;frustration;piant;8
425;frustration;dannazion;7.89393939393939
426;frustration;sconfitt;7.58333333333333
427;frustration;neg;7
428;frustration;disper;9.4
429;frustration;difficil;7.76923076923077
430;frustration;delus;8.84615384615385
431;frustration;delusion;7.875
432;frustration;disag;7.22222222222222
433;frustration;sconcert;7.625
434;frustration;malcontent;8.33333333333333
435;frustration;scontent;7.98055555555555
436;frustration;disincant;7.25
437;frustration;dispiac;8.42857142857143
438;frustration;sconvolt;7.63636363636364
439;frustration;amaregg;7.2
440;frustration;emozion;7.69230769230769
441;frustration;fin del legam;7.28571428571429
442;frustration;invid;7.11111111111111
443;frustration;escalation;7.44444444444444
444;frustration;esasper;8.93650793650793
445;frustration;esplod;7.45454545454545
446;frustration;sensazion;8.28571428571429
447;frustration;sent;8
448;frustration;frustr;10
449;frustration;frustrazion;10
450;frustration;furios;8.75
451;frustration;furor;7.16666666666667
452;frustration;fur;7.23076923076923
453;frustration;abbandon;7.81818181818182
454;frustration;tristezz;7.76785714285715
455;frustration;rimostr;8.72727272727273
456;frustration;impotent;8.10774410774411
457;frustration;tratten;7.33333333333333
458;frustration;senz speranz;8.48611111111111
459;frustration;fer;7.71428571428571
460;frustration;impazient;8.84126984126984
461;frustration;infur;7.57142857142857
462;frustration;insemin;7
463;frustration;irat;8.38461538461539
464;frustration;ira;8.6
465;frustration;irrit;8.63492063492064
466;frustration;Parol fin;7.66666666666667
467;frustration;scaten;9.57142857142857
468;frustration;perd la speranz;8.25
469;frustration;Secc;7.4
470;frustration;umor;7.25
471;frustration;negat;8.61111111111111
472;frustration;Caric negat;7
473;frustration;negativ;7.625
474;frustration;non avvi;7
475;frustration;esplosion;8.66666666666667
476;frustration;dolor;8.05681818181818
477;frustration;rompiscatol;8.77777777777778
478;frustration;Spin nel fianc;8.22222222222222
479;frustration;sensazion di dolor;7.11111111111111
480;frustration;perturb;7
481;frustration;meschin;7
482;frustration;incazz;9.16161616161616
483;frustration;problem;8.90178571428572
484;frustration;ross in vis;7.2
485;frustration;rimpiang;7.14285714285714
486;frustration;risent di;7.33333333333333
487;frustration;risent;7.22222222222222
488;frustration;dimett;7.875
489;frustration;irrequietezz;7.55555555555556
490;frustration;Agit;8.83333333333333
491;frustration;Travolt;8.28571428571429
492;frustration;Colp;8.28571428571429
493;frustration;ved ross;8.9
494;frustration;tremor;7.125
495;frustration;tremant;7.63636363636364
496;frustration;sciocc;7.2
497;frustration;micc cort;9.54545454545454
498;frustration;spigliatezz;9
499;frustration;stall;8.375
500;frustration;sforz;7.44444444444444
501;frustration;fatic;9.4
502;frustration;stress;8.75
503;frustration;stressant;8.8
504;frustration;sofferent;7.66666666666667
505;frustration;sopprim;7.125
506;frustration;swag;7
507;frustration;capricc;9.26767676767676
508;frustration;lacrim;8.66666666666667
509;frustration;Caratt;8
510;frustration;temper;8.38888888888889
511;frustration;tes;8.8
512;frustration;irrigid;8
513;frustration;tension;8.0875
514;frustration;gett la spugn;9
515;frustration;Rovesc;7
516;frustration;Problem;7.3
517;frustration;ingiust;8.2
518;frustration;ingiustiz;7
519;frustration;infel;8.625
520;frustration;insoddisfatt;8.2
521;frustration;rilutt;7.3
522;frustration;rovesc;9
523;frustration;sconvolgent;8.66666666666667
524;frustration;Vessazion;7.85714285714286
525;frustration;Vess;9
526;frustration;violent;7.25
527;frustration;andarsen;8.85714285714286
528;frustration;allontan;7.81818181818182
529;god;rispett;7.41818181818182
530;god;al-Quran;8.42857142857143
531;god;onnipotent;8.51934523809524
532;god;Allah;9.66666666666667
533;god;antic;7.625
534;god;angel;8.88095238095238
535;god;anglic;8
536;god;apocaliss;8.25
537;god;apostol;8.375
538;god;arcivescov;7.75
539;god;armageddon;7.5
540;god;battist;7.85714285714286
541;god;credenz;9.58333333333334
542;god;riten;8.18181818181818
543;god;credent;9.85714285714286
544;god;Bibb;9.81818181818182
545;god;biblic;9.88888888888889
546;god;bened;9.1
547;god;benedett;8.53846153846154
548;god;benedizion;8.71022727272727
549;god;amor fratern;7.45454545454545
550;god;buddism;8.66666666666667
551;god;Cattedral;9.72727272727273
552;god;cattol;8.94805194805194
553;god;cattolicesim;9.25
554;god;cappell;8.46969696969697
555;god;caritatevol;7.11111111111111
556;god;Crist;9.75
557;god;cristian;9.24431818181818
558;god;crist;9.875
559;god;bibb cristian;9.3
560;god;Chies cristian;9.8
561;god;religion cristian;9.25
562;god;cristianesim;9.6
563;god;Chies;10
564;god;costruzion dell chies;9.55555555555556
565;god;Mess;9.4
566;god;chies;9.33333333333333
567;god;ecclesiast;8.28055555555556
568;god;clemenz;7.5
569;god;cler;9.5
570;god;chieric;7.9
571;god;compassion;8.6
572;god;congreg;8.22222222222222
573;god;congregazional;8.4
574;god;consacr;7.66666666666667
575;god;Consulent;7.11111111111111
576;god;creazion;8.28571428571429
577;god;Creator;9.75
578;god;creator;8.13888888888889
579;god;Croc;7.63636363636364
580;god;croc;7.85714285714286
581;god;Coron di spin;9.5
582;god;crocifiss;8.33333333333333
583;god;crocifission;7.72727272727273
584;god;dedizion;8.125
585;god;divin;9.45722222222222
586;god;devozion;9
587;god;dioces;7.25
588;god;dottrin;7.22222222222222
589;god;forz trainant;7.6
590;god;Eden;8.66666666666667
591;god;elis;8
592;god;entit;8.5952380952381
593;god;etern;8.875
594;god;etic;7.36666666666667
595;god;codic etic;8
596;god;evangel;9.14285714285714
597;god;estrem;7.77777777777778
598;god;favol;7.5
599;god;fed;9.625
600;god;fedel;8.625
601;god;padr;9.44444444444444
602;god;Segu;7.625
603;god;seguac;7.57142857142857
604;god;forz;7.38461538461539
605;god;perd;9.75
606;god;Gabriel;7.27272727272727
607;god;ganesh;10
608;god;Dio;10
609;god;Dio onnipotent;8.7
610;god;il vol di Dio;9.1
611;god;dea;9.54545454545454
612;god;dee;9.33333333333333
613;god;empiet;7.22222222222222
614;god;di Dio;10
615;god;buon Pastor;7.14285714285714
616;god;bont;7.33333333333333
617;god;Graz;9.33333333333333
618;god;grand pot;9.71428571428571
619;god;più grand;7.125
620;god;Ade;8.6
621;god;felic;9.2
622;god;Paradis;9.06666666666667
623;god;celest;8.8
624;god;ciel;9.25
625;god;infern;7.18181818181818
626;god;ercule;7.88888888888889
627;god;esser superior;9.90909090909091
628;god;induism;7
629;god;sant;9.15277777777778
630;god;libr sacr;10
631;god;sant'uom;9.45454545454546
632;god;person sant;9.77777777777778
633;god;luog sacr;8.9
634;god;sacr scrittur;9.77777777777778
635;god;parol sant;8.4
636;god;scrittur sacr;8.375
637;god;ideolog;8.75396825396825
638;god;idolatr;7.1984126984127
639;god;imam;8
640;god;immortal;8.51298701298701
641;god;invinc;7.15384615384615
642;god;invis;9.34659090909091
643;god;islam;7.875
644;god;Geov;8.81818181818182
645;god;Gesù;9.88888888888889
646;god;Gesù Crist;9.6
647;god;Gesù di nazareth;9.75
648;god;ebre;7.3
649;god;ebraism;8.38461538461539
650;god;Cor;8.22222222222222
651;god;signor;9.33333333333333
652;god;amor;7.90909090909091
653;god;amorevolezz;8.27272727272727
654;god;lealt;7.33333333333333
655;god;potenz maggior;9.22222222222222
656;god;masjid;10
657;god;mass;7.46753246753246
658;god;misericord;7.13333333333333
659;god;potenz;9.34848484848484
660;god;potent;9.24107142857143
661;god;consapevolezz;8.57142857142857
662;god;lavor missionar;8.22222222222222
663;god;monaster;9.5
664;god;moral;7.67692307692307
665;god;princip moral;7.90909090909091
666;god;musulm;8.84285714285715
667;god;mosche;8.625
668;god;Maomett;9.125
669;god;mit;8.02083333333334
670;god;mitolog;8.45454545454546
671;god;inesistent;7.25
672;god;oracol;7.75
673;god;religion organizz;9.55555555555556
674;god;pacif;7.44444444444444
675;god;Padr;9.66666666666667
676;god;panteism;7.875
677;god;parrocc;8.66666666666667
678;god;passion;8.33333333333333
679;god;pastor;8.79545454545454
680;god;pac;7.44444444444444
681;god;pac dell ment;7
682;god;tranquill;8.22222222222222
683;god;far;8
684;god;sistem filosof;7.6
685;god;filosof;9
686;god;pellegrinagg;8.4
687;god;polit;9
688;god;energ;9
689;god;poter;7.4
690;god;preg;9.4243512043512
691;god;preghier;9.9
692;god;predic;8.1762099012099
693;god;sacerdot;9.47474747474747
694;god;terr promess;8
695;god;profez;8.6
696;god;profetizz;7.74305555555556
697;god;profet;8.74090909090909
698;god;protest;7.8
699;god;protestantesim;7.9
700;god;scop;7.3
701;god;qaed;10
702;god;cor;9
703;god;rabbin;10
704;god;rap;7.71428571428571
705;god;regn;7.71428571428571
706;god;Mot;7
707;god;rettor;8
708;god;religion;9.875
709;god;relig;9.75
710;god;cred relig;9.45454545454546
711;god;risurrezion;8.85714285714286
712;god;riverent;7.77777777777778
713;god;rit;7.57142857142857
714;god;ritual;8.95
715;god;Sovr;7.71428571428571
716;god;regol;8.71428571428571
717;god;sacr;9.28571428571429
718;god;santific;7.8
719;god;salvator;9.57142857142857
720;god;sermon;9.30555555555556
721;god;shiv;9.33333333333333
722;god;pecc;8.29840067340067
723;god;peccaminos;7.375
724;god;societ;7.33333333333333
725;god;anim;7.66666666666667
726;god;spir;9.11111111111111
727;god;spiritual;9.44444444444445
728;god;soprannatural;7.875
729;god;superpotent;8.14285714285714
730;god;sorvegl;8
731;god;sinagog;8.67857142857143
732;god;talmud;8.33333333333333
733;god;temp;9
734;god;templ;9.375
735;god;test;9.41666666666667
736;god;il nazaren;8.875
737;god;teism;8.33333333333333
738;god;teist;9.14285714285714
739;god;teolog;9.22222222222222
740;god;tron;7.45454545454545
741;god;Torah;8.14285714285714
742;god;tradizion;8.85714285714286
743;god;fiduc;7.98346560846561
744;god;univ;7.54545454545455
745;god;vaticin;8.66666666666667
746;god;vener;8
747;god;vicar;8.33333333333334
748;god;vishnu;9.18181818181818
749;god;Protegg;7
750;god;meravigl;7.85714285714286
751;god;parol di Dio;9.27272727272727
752;god;mond;7.375
753;god;cult;9.66666666666667
754;god;ador;9.3949494949495
755;god;Zeus;10
756;grievance;offes;7.7125
757;grievance;agon;7.3
758;grievance;Ariegg;9
759;grievance;accus;7.6
760;grievance;Rabb;8.54545454545454
761;grievance;angosc;7.96558441558442
762;grievance;infastid;7.77777777777778
763;grievance;scus;7.16666666666667
764;grievance;assalt;7.375
765;grievance;attacc;7.33333333333333
766;grievance;Person in lutt;7.14285714285714
767;grievance;lament;9.375
768;grievance;rimostr;8.9
769;grievance;contest;8.66666666666667
770;grievance;denunc;7
771;grievance;dann;7
772;grievance;Mort;8
773;grievance;disper;7.57142857142857
774;grievance;different;7.44444444444444
775;grievance;difficil;8.88888888888889
776;grievance;delus;8.25
777;grievance;scontent;8.46296296296296
778;grievance;discrimin;8.28571428571429
779;grievance;discriminator;7.09090909090909
780;grievance;costern;7
781;grievance;insoddisf;8.45454545454546
782;grievance;disturb;8.45454545454546
783;grievance;trist;7.625
784;grievance;amaregg;8.08333333333333
785;grievance;sent;7.44444444444444
786;grievance;fragil;7.11111111111111
787;grievance;frustr;8.125
788;grievance;frustrazion;8.1
789;grievance;dolor;9.25
790;grievance;straziant;7
791;grievance;orribil;7.88888888888889
792;grievance;offend;9.22222222222222
793;grievance;Fer;8.33333333333333
794;grievance;fer;7.85416666666667
795;grievance;Far mal;8.77777777777778
796;grievance;inflizion;7
797;grievance;infrazion;7.33333333333333
798;grievance;ingiustiz;8.20277777777778
799;grievance;ira;7.375
800;grievance;irrit;7.9125
801;grievance;deplorevol;7.2
802;grievance;caus legal;8.77777777777778
803;grievance;Rifug;7.28571428571429
804;grievance;solitudin;8.375
805;grievance;perd;7.55555555555556
806;grievance;lugubriet;9
807;grievance;Secc;7.125
808;grievance;maltratt;7.625
809;grievance;fraintes;7
810;grievance;person in lutt;7
811;grievance;lutt;8.1
812;grievance;omicid;7.375
813;grievance;negat;8.36363636363636
814;grievance;oppression;7
815;grievance;indign;7.625
816;grievance;addolor;8.09090909090909
817;grievance;perturb;7.8
818;grievance;incazz;7.8125
819;grievance;problem;9.125
820;grievance;Problem;8.79090909090909
821;grievance;dispiac;7
822;grievance;risent;7.54545454545455
823;grievance;Travolt;7
824;grievance;Torment;8.25
825;grievance;tristezz;8.09090909090909
826;grievance;ser;8.5
827;grievance;cup;8
828;grievance;dolent;7.33333333333333
829;grievance;lott;7.25
830;grievance;punt;7.36363636363636
831;grievance;soffr;8.875
832;grievance;subìt;9.125
833;grievance;Soffert;9.3
834;grievance;sofferent;9.3
835;grievance;suicid;7
836;grievance;tragic;7.4
837;grievance;trasgred;7.75
838;grievance;turb;7.5
839;grievance;inaccett;7
840;grievance;ingiust;7.90277777777778
841;grievance;infel;9
842;grievance;insoddisfatt;8.44444444444444
843;grievance;Arrabb;9.1
844;grievance;sconvolgent;8.14285714285714
845;grievance;vendett;7.44444444444444
846;grievance;sfog;7.22222222222222
847;grievance;vittim;7.36363636363636
848;grievance;viol;8.5
849;grievance;gua;7.58333333333333
850;grievance;preoccup;7.625
851;grievance;tort;8.25
852;hate;aborr;9.57142857142857
853;hate;acre;8.16666666666667
854;hate;atto di terror;9.375
855;hate;avversar;8.36363636363636
856;hate;avvers;7.25
857;hate;paur;7.0625
858;hate;contr;8
859;hate;aggred;7.83333333333333
860;hate;aggression;9.01010101010101
861;hate;aggress;9.09090909090909
862;hate;agit;8.3
863;hate;Rabb;8.72727272727273
864;hate;arrabb;9.36363636363637
865;hate;rabb;9.325
866;hate;fastid;7.55555555555556
867;hate;antisemit;8.72727272727273
868;hate;antisocial;7.3
869;hate;litig;7.57142857142857
870;hate;discut;7.61538461538461
871;hate;arrog;7.90909090909091
872;hate;assalt;8.44444444444444
873;hate;attacc;8.56287878787879
874;hate;terribil;7.09090909090909
875;hate;catt;8.33333333333334
876;hate;battagl;7
877;hate;rancor;7.5
878;hate;bigott;9.36363636363636
879;hate;Cattiver;8.125
880;hate;amar;7.85714285714286
881;hate;sparg di sangu;7.42857142857143
882;hate;bombard;8.78472222222222
883;hate;brutal;8.07380952380952
884;hate;vittim di bullism;8.11111111111111
885;hate;Bullizz;8.92307692307692
886;hate;bull;8.92307692307692
887;hate;prepotent;7.125
