"","category","word","mean_rating"
"158","deadline","motiv",7.77777777777778
"159","deadline","must",7.57142857142857
"160","deadline","near",8.26315789473684
"161","deadline","necessit",5.375
"162","deadline","need",5.1
"163","deadline","nerv",7
"164","deadline","nervous",7.05882352941176
"165","deadline","newspap",8
"166","deadline","newspap publish",8.54545454545454
"167","deadline","next",6.55555555555556
"168","deadline","oblig",8.42857142857143
"169","deadline","organis",6.4375
"170","deadline","origin",5.2
"171","deadline","overdu",7.44444444444444
"172","deadline","panic",6.81818181818182
"173","deadline","panick",6.11111111111111
"174","deadline","paper",7.52631578947368
"175","deadline","particular",5.45454545454545
"176","deadline","particular date",9.90909090909091
"177","deadline","payment",6.43478260869565
"178","deadline","perman",6.6
"179","deadline","ph.d.",6
"180","deadline","piec of work",9.33333333333333
"181","deadline","plan",7.57142857142857
"182","deadline","polish off",5.2
"183","deadline","polit",6.57142857142857
"184","deadline","portfolio",6.88888888888889
"185","deadline","potenti",6
"186","deadline","prep",5.22222222222222
"187","deadline","prepar",8.14285714285714
"188","deadline","prepared",8.11111111111111
"189","deadline","press",6.88888888888889
"190","deadline","pressur",9.125
"191","deadline","pressur level",9.375
"192","deadline","pressur sensat",7.6
"193","deadline","princip",5.125
"194","deadline","print",5.89655172413793
"195","deadline","problem",5.52941176470588
"196","deadline","process",6.125
"197","deadline","procrastin",8.66666666666667
"198","deadline","profession",6.08333333333333
"199","deadline","professor",6.07692307692308
"200","deadline","progress",5.29411764705882
"201","deadline","project",7.64285714285714
"202","deadline","provis",5.11111111111111
"203","deadline","public",7.5
"204","deadline","punctuat",5.11111111111111
"205","deadline","punish",5.5
"206","deadline","purpos",6
"207","deadline","push",5.1
"208","deadline","put to work",5.625
"209","deadline","quick",7.2
"210","deadline","race",6.77777777777778
"211","deadline","rapid",7.6
"212","deadline","reach",7.44444444444444
"213","deadline","regul",5.375
"214","deadline","report",8.2
"215","deadline","requir",7.92857142857143
"216","deadline","respons",7.05263157894737
"217","deadline","restrict",5.85
"218","deadline","result",6
"219","deadline","rigid",8
"220","deadline","risk",6.22222222222222
"221","deadline","rule",8
"222","deadline","run",5.14285714285714
"223","deadline","rush",8.62068965517241
"224","deadline","rush along",6.375
"225","deadline","schedul",8
"226","deadline","school",6.40740740740741
"227","deadline","school day",7.75
"228","deadline","schoolwork",9.4
"229","deadline","send off",8.44444444444444
"230","deadline","sensibl",5.33333333333333
"231","deadline","sentenc",5.7
"232","deadline","set",8
"233","deadline","specifi",5.55555555555556
"234","deadline","speed",6.6
"235","deadline","squeez",6.77777777777778
"236","deadline","step on it",7.25
"237","deadline","stern",6.85714285714286
"238","deadline","stop",8
"239","deadline","stop point",8.22222222222222
"240","deadline","strategi",6.44444444444444
"241","deadline","stress",6.75
"242","deadline","strict",6.52941176470588
"243","deadline","stricter",7.72727272727273
"244","deadline","stringent",5.77777777777778
"245","deadline","structur",5.57142857142857
"246","deadline","student",7.46666666666667
"247","deadline","studi",6
"248","deadline","subcontract",6.33333333333333
"249","deadline","supervisor",8.26315789473684
"250","deadline","system",5.625
"251","deadline","tardi",6.77777777777778
"252","deadline","tardili",7.33333333333333
"253","deadline","target",7.28571428571429
"254","deadline","task",9
"255","deadline","tax",5.5
"256","deadline","teacher",6.22222222222222
"257","deadline","teamwork",7.2
"258","deadline","tenac",6.83333333333333
"259","deadline","tension",5.63636363636364
"260","deadline","termin",5.96153846153846
"261","deadline","termin point",7.54545454545455
"262","deadline","terminus ad quem",8.8
"263","deadline","thesi",5.53846153846154
"264","deadline","time",7.5
"265","deadline","time consum",7.41666666666667
"266","deadline","time limit",9.77777777777778
"267","deadline","time manag",9.63636363636364
"268","deadline","time pressur",9.58333333333333
"269","deadline","time run out",9.5
"270","deadline","tire",5.66666666666667
"271","deadline","tough",6.15
"272","deadline","toward",5.04761904761905
"273","deadline","train",5.6
"274","deadline","tri",5.03030303030303
"275","deadline","tripl check",6.25
"276","deadline","uncertainti",5.55555555555556
"277","deadline","undertak",7.11111111111111
"278","deadline","univers",8.66666666666667
"279","deadline","univers extens",6.42857142857143
"280","deadline","upcom",9.44444444444444
"281","deadline","well-organis",7.375
"282","deadline","work",7.23076923076923
"283","deadline","work on",9.375
"284","deadline","work toward",7.33333333333333
"285","deadline","workplac",9.44444444444444
"286","deadline","worri",6.52941176470588
"287","deadline","write",6.5
"288","deadline","written document",5.88888888888889
"289","deadline","year",5.76923076923077
"290","desperation","!",5.08333333333333
"291","desperation","abandon",5.8
"292","desperation","ach",6
"293","desperation","afraid",6.625
"294","desperation","agit",7.63636363636364
"295","desperation","agoni",8.88888888888889
"296","desperation","aimless",6.3
"297","desperation","alarm",7
"298","desperation","alcohol",7.46666666666667
"299","desperation","alon",6.68421052631579
"300","desperation","anger",8.85714285714286
"301","desperation","angri",6.3
"302","desperation","anguish",7.875
"303","desperation","anxieti",7
"304","desperation","anxious",7.68421052631579
"305","desperation","anyth will do",6.55555555555556
"306","desperation","ask",5.5
"307","desperation","athirst",7
"308","desperation","aw",7.375
"309","desperation","away",5.125
"310","desperation","bad",6.27272727272727
"311","desperation","battl",6.78947368421053
"312","desperation","beg",8.93939393939394
"313","desperation","beggar",7.5
"314","desperation","beggari",6.58333333333333
"315","desperation","beseech",6.6
"316","desperation","bewilder",6.09090909090909
"317","desperation","blackmail",5.57142857142857
"318","desperation","break",6.75
"319","desperation","broke",7.7
"320","desperation","broken",6.33333333333333
"321","desperation","call",5.3125
"322","desperation","call for",5.4
"323","desperation","call out",6.85714285714286
"324","desperation","careless",6.58333333333333
"325","desperation","cash in one chip",5.5
"326","desperation","challeng",5.18181818181818
"327","desperation","chanc",7.5
"328","desperation","chao",7.84615384615385
"329","desperation","chees off",5.58333333333333
"330","desperation","choke",6.36363636363636
"331","desperation","clamber",5.25
"332","desperation","clinic depress",6.8
"333","desperation","coerc",5.18181818181818
"334","desperation","concern",6.65
"335","desperation","confin",6.875
"336","desperation","conflict",6.11111111111111
"337","desperation","corrupt",5.55555555555556
"338","desperation","cram",5.28571428571429
"339","desperation","crave",5.22222222222222
"340","desperation","cri",8.45454545454546
"341","desperation","cri out",9.3
"342","desperation","crimin",5.63636363636364
"343","desperation","crimin offenc",6.1
"344","desperation","crush",6.8
"345","desperation","curs",7
"346","desperation","danger",6.52631578947368
"347","desperation","defenceless",6.2
"348","desperation","depress",6.72727272727273
"349","desperation","depress disord",6.125
"350","desperation","depriv",7.77777777777778
"351","desperation","desir",7.36363636363636
"352","desperation","desol",6.6
"353","desperation","despair",9.11111111111111
"354","desperation","desper",9.51724137931035
"355","desperation","despond",6.38461538461539
"356","desperation","destitut",8.85714285714286
"357","desperation","destruct",5.11111111111111
"358","desperation","difficult",5.8
"359","desperation","difficulti",7.68421052631579
"360","desperation","dire",9
"361","desperation","disadvantag",6.2
"362","desperation","discomfort",7.36363636363636
"363","desperation","discont",6.4
"364","desperation","dismay",7.63636363636364
"365","desperation","disori",6.5
"366","desperation","dissatisfact",6.8
"367","desperation","distraught",7.5
"368","desperation","distress",9.23529411764706
"369","desperation","do-or-di",7.55555555555556
"370","desperation","doom",7.375
"371","desperation","drama",6
"372","desperation","dread",5.27272727272727
"373","desperation","econom crisi",6.27272727272727
"374","desperation","emerg",7.72727272727273
"375","desperation","emot",8.08
"376","desperation","empti",7.6
"377","desperation","empty-belli",5.81818181818182
"378","desperation","end",5.97142857142857
"379","desperation","enerv",6
"380","desperation","enfeebl",5.25
"381","desperation","evacu",5.42857142857143
"382","desperation","exasper",7.22222222222222
"383","desperation","exclaim",5.9
"384","desperation","excruci",6.09090909090909
"385","desperation","exhaust",6.1875
"386","desperation","express",5.52380952380952
"387","desperation","failur",7.5
"388","desperation","famin",7
"389","desperation","fatigu",6.625
"390","desperation","fear",6.8125
"391","desperation","fed up",7.1
"392","desperation","feel",7.625
"393","desperation","fight",5.72222222222222
"394","desperation","final",5.54545454545455
"395","desperation","final stage",7.92307692307692
"396","desperation","frantic",9.36363636363636
"397","desperation","frighten",6.66666666666667
"398","desperation","frustrat",8.36842105263158
"399","desperation","gang",5.45454545454545
"400","desperation","get out",7
"401","desperation","give up",7.94444444444444
"402","desperation","gloomi",7.33333333333333
"403","desperation","great depress",7.55555555555556
"404","desperation","greed",6.72727272727273
"405","desperation","grief",6.77777777777778
"406","desperation","guilti",5.42857142857143
"407","desperation","hard time",9.33333333333333
"408","desperation","harm",7.66666666666667
"409","desperation","hast",7.6
"410","desperation","hasti",6.6
"411","desperation","headi",5.125
"412","desperation","heartach",7.3
"413","desperation","heartbreak",6.71428571428571
"414","desperation","heedless",5.57142857142857
"415","desperation","help",5.88235294117647
"416","desperation","helpless",8.625
"417","desperation","hollow",5.63636363636364
"418","desperation","homeless",8
"419","desperation","hope",6.09090909090909
"420","desperation","hopeless",7.79310344827586
"421","desperation","horribl",5.22222222222222
"422","desperation","horror",6.55555555555556
"423","desperation","humili",6.22727272727273
"424","desperation","hunger",8
"425","desperation","hungri",6.77777777777778
"426","desperation","hurri",6.57142857142857
"427","desperation","hurried",5.72727272727273
"428","desperation","hurt",7.39285714285714
"429","desperation","illog",5.8
"430","desperation","impati",8.14285714285714
"431","desperation","imper",5.9
"432","desperation","implor",6.28571428571429
"433","desperation","impoverish",5.11111111111111
"434","desperation","incapacit",5.6
"435","desperation","irat",5.28571428571429
"436","desperation","irrat",6.66666666666667
"437","desperation","irrespons",6
"438","desperation","irrit",6
"439","desperation","isol",7.27272727272727
"440","desperation","issu",5.125
"441","desperation","jail",5.5
"442","desperation","jealousi",5.28571428571429
"443","desperation","kick the bucket",6
"444","desperation","last chanc",8.44444444444444
"445","desperation","last choic",8.66666666666667
"446","desperation","last hope",9.18181818181818
"447","desperation","last resort",9.84615384615385
"448","desperation","law-break",7.5
"449","desperation","leav",5.38461538461539
"450","desperation","lecher",5.75
"451","desperation","life",5.53846153846154
"452","desperation","lone",6.45
"453","desperation","loneli",7.44444444444444
"454","desperation","lonesom",5.85714285714286
"455","desperation","lose",5.88888888888889
"456","desperation","loss",7
"457","desperation","lost",7.77777777777778
"458","desperation","low",7.3
"459","desperation","malnutrit",5.14285714285714
"460","desperation","maroon",6.5
"461","desperation","mental",5.90909090909091
"462","desperation","miser",6.63636363636364
"463","desperation","miseri",7.27272727272727
"464","desperation","miss",5.45
"465","desperation","mixed-up",8.33333333333333
"466","desperation","money",7
"467","desperation","motiv",5.66666666666667
"468","desperation","must",6.66666666666667
"469","desperation","natur depress",7.25
"470","desperation","need",7.75609756097561
"471","desperation","needi",8.4
"472","desperation","neediest",7.54545454545455
"473","desperation","neglig",5.45454545454545
"474","desperation","nervous",7.88888888888889
"475","desperation","no escap",8.22222222222222
"476","desperation","no way out",8.71428571428571
"477","desperation","obsess",6.2
"478","desperation","obstacl",6.14285714285714
"479","desperation","onli option",6.09090909090909
"480","desperation","ordeal",7
"481","desperation","orphan",6.9
"482","desperation","outcri",8.90909090909091
"483","desperation","outlet",6.14285714285714
"484","desperation","overreact",7
"485","desperation","overwork",5.81818181818182
"486","desperation","pain",7
"487","desperation","panic",8
"488","desperation","panick",8.1
"489","desperation","paranoia",6
"490","desperation","pauper",8
"491","desperation","perish",6.5
"492","desperation","pestil",5.66666666666667
"493","desperation","piti",6.33333333333333
"494","desperation","plea",8.4
"495","desperation","plead",8.43243243243243
"496","desperation","pleas",8.42857142857143
"497","desperation","pled",5.33333333333333
"498","desperation","poverty-stricken",7.85714285714286
"499","desperation","powerless",8.08333333333333
"500","desperation","pressur",7.125
"501","desperation","pressur level",6.55555555555556
"502","desperation","problem",8.41176470588235
"503","desperation","psychiatr",7.1
"504","desperation","psychic trauma",6.33333333333333
"505","desperation","psycholog",6.63636363636364
"506","desperation","psychosi",5.63636363636364
"507","desperation","push",5.72727272727273
"508","desperation","question",5.36363636363636
"509","desperation","ralli cri",5.66666666666667
"510","desperation","rash decis",7.22222222222222
"511","desperation","reckless",7.73684210526316
"512","desperation","relat",5.5
"513","desperation","remot",6.44444444444444
"514","desperation","resign",5.58333333333333
"515","desperation","restless",6.375
"516","desperation","risk",7.25
"517","desperation","rush",6.125
"518","desperation","sad",7.4
"519","desperation","scare",6.05555555555556
"520","desperation","scari",7.45454545454545
"521","desperation","scrambl",7.5
"522","desperation","scream",8
"523","desperation","seek",6.27272727272727
"524","desperation","separ",5.8
"525","desperation","serious",5.3125
"526","desperation","sever",5.88888888888889
"527","desperation","shatter",5.77777777777778
"528","desperation","shinni",7
"529","desperation","shout out",8
"530","desperation","situat",6.41666666666667
"531","desperation","slump",6.14285714285714
"532","desperation","solitari",5.7
"533","desperation","sorrow",8.23529411764706
"534","desperation","sought",6.1
"535","desperation","spontan",5.44444444444444
"536","desperation","starv",7.20689655172414
"537","desperation","starvat",6.75
"538","desperation","strand",9
"539","desperation","stress",8.13333333333333
"540","desperation","struggl",8.96774193548387
"541","desperation","suffer",8.2
"542","desperation","suffoc",7.1
"543","desperation","surrend",7.44444444444444
"544","desperation","surviv",7.7
"545","desperation","take except",5.11111111111111
"546","desperation","tear",7.90909090909091
"547","desperation","termin",5.42105263157895
"548","desperation","terribl",6
"549","desperation","terrifi",8.26666666666667
"550","desperation","terror",5.63636363636364
"551","desperation","think",5.75
"552","desperation","thirst",5.3
"553","desperation","thirsti",5.09090909090909
"554","desperation","threadbar",5.875
"555","desperation","threat",7.41176470588235
"556","desperation","throw in the towel",8.88888888888889
"557","desperation","time",5.7
"558","desperation","tire",6.6
"559","desperation","tire of",7
"560","desperation","tired",5.44444444444444
"561","desperation","torment",7.95
"562","desperation","torn",7
"563","desperation","tortur",5.42857142857143
"564","desperation","traffick",5.81818181818182
"565","desperation","tragic",7.11111111111111
"566","desperation","traumat",6.90909090909091
"567","desperation","tri",5.6551724137931
"568","desperation","tri anyth",9
"569","desperation","tri everyth",9.28571428571429
"570","desperation","tri time",8
"571","desperation","trigger",5.27272727272727
"572","desperation","troubl",7.18181818181818
"573","desperation","unattain",5.33333333333333
"574","desperation","uncheck",6.42857142857143
"575","desperation","uncontrol",5.42857142857143
"576","desperation","underprivileg",5.125
"577","desperation","undignifi",6.2
"578","desperation","unhappi",7.75
"579","desperation","unmet",6.22222222222222
"580","desperation","unplan",6
"581","desperation","unrestrain",5.57142857142857
"582","desperation","upset",6.66666666666667
"583","desperation","urgent",8.75
"584","desperation","vain",6.09090909090909
"585","desperation","victim",6.1
"586","desperation","vocifer",6.25
"587","desperation","vulner",7.2
"588","desperation","want",7.14285714285714
"589","desperation","wanton",5.5
"590","desperation","war",5.64285714285714
"591","desperation","war cri",5.91666666666667
"592","desperation","warfar",5.08333333333333
"593","desperation","way out",7
"594","desperation","weaken",5.11111111111111
"595","desperation","weep",8
"596","desperation","well-tri",5.25
"597","desperation","win",5.18181818181818
"598","desperation","wipe out",5.2
"599","desperation","wish",8.09523809523809
"600","desperation","without",6.36363636363636
"601","desperation","work up",6.14285714285714
"602","desperation","worri",7.52631578947368
"603","desperation","wors",5.57142857142857
"604","desperation","yell",7.55
"605","fixation","accentu",6.125
"606","fixation","accus",5.6
"607","fixation","addict",6.18181818181818
"608","fixation","all-embrac",5.25
"609","fixation","all-encompass",8.625
"610","fixation","anger",6.875
"611","fixation","anticip",5.45454545454545
"612","fixation","anxieti",5.4
"613","fixation","anxious",5.9375
"614","fixation","attent",7.41666666666667
"615","fixation","badger",7.85714285714286
"616","fixation","behaviour",7.42105263157895
"617","fixation","buchenwald",5.33333333333333
"618","fixation","center",6.33333333333333
"619","fixation","center of attent",7.63636363636364
"620","fixation","center on",9
"621","fixation","centr",6.625
"622","fixation","centr of attent",6.27272727272727
"623","fixation","commit",6.28571428571429
"624","fixation","compuls",7.94444444444444
"625","fixation","concentr",7.48387096774194
"626","fixation","concentr on",9.22222222222222
"627","fixation","concern",5.63157894736842
"628","fixation","consum",6.79310344827586
"629","fixation","control",6.37037037037037
"630","fixation","craze",6.375
"631","fixation","crazi",6.88888888888889
"632","fixation","creepi",7.875
"633","fixation","dearest",6.625
"634","fixation","delus",8.09090909090909
"635","fixation","delusion",7
"636","fixation","dement",6.63636363636364
"637","fixation","desir",8
"638","fixation","determin",6.30769230769231
"639","fixation","distract",6.23076923076923
"640","fixation","doctrinair",5.6
"641","fixation","driven",8
"642","fixation","eager",7.3
"643","fixation","egotist",6.88888888888889
"644","fixation","embitt",6.83333333333333
"645","fixation","emot",5.9
"646","fixation","emphasis",5.55555555555556
"647","fixation","enamour",6.28571428571429
"648","fixation","encompass",5.72727272727273
"649","fixation","engross",8.5
"650","fixation","enthusiast",6
"651","fixation","entranc",7.25
"652","fixation","erot love",5.22222222222222
"653","fixation","extens",5.5
"654","fixation","eye",5.61111111111111
"655","fixation","fanat",7.60714285714286
"656","fixation","fangirl",5.27272727272727
"657","fixation","fantasis",6.75
"658","fixation","fascin",7.61111111111111
"659","fixation","fawn",6.875
"660","fixation","feel",7.36363636363636
"661","fixation","find",5.625
"662","fixation","fixat",9.8
"663","fixation","focal point",7.7
"664","fixation","focalis",5.71428571428571
"665","fixation","focus",8.73684210526316
"666","fixation","focus on",10
"667","fixation","focuss",8.77777777777778
"668","fixation","follow",5.68571428571429
"669","fixation","fret",5.25
"670","fixation","gaze",8
"671","fixation","ghast",5.375
"672","fixation","groupi",7.3
"673","fixation","habit",7.11111111111111
"674","fixation","harass",7.77777777777778
"675","fixation","harm",5.38461538461539
"676","fixation","hold",7.625
"677","fixation","idea",5.54545454545455
"678","fixation","imagin",6.2
"679","fixation","immers",5.33333333333333
"680","fixation","inappropri",5.77777777777778
"681","fixation","infatu",9.47368421052632
"682","fixation","inflex",6.625
"683","fixation","insan",5.71428571428571
"684","fixation","insur",5.77777777777778
"685","fixation","intransig",6.16666666666667
"686","fixation","inward-look",6.27272727272727
"687","fixation","jealous",8.22222222222222
"688","fixation","jealousi",7.33333333333333
"689","fixation","junki",6.81818181818182
"690","fixation","keep abreast",5.85714285714286
"691","fixation","keep an eye on",7.63636363636364
"692","fixation","love",5.58333333333333
"693","fixation","love life",6
"694","fixation","lover",7.44444444444444
"695","fixation","lust",7.75
"696","fixation","macabr",5.22222222222222
"697","fixation","memori",6.44444444444444
"698","fixation","mental",6
"699","fixation","mental case",6.6
"700","fixation","mind",6.54166666666667
"701","fixation","monitor",6.71428571428571
"702","fixation","motiv",5.5
"703","fixation","narcissist",7.28571428571429
"704","fixation","neurot",6.85714285714286
"705","fixation","notic",5.3
"706","fixation","obsess",9.52830188679245
"707","fixation","obsession",9.25
"708","fixation","obsessive-compuls",9.9
"709","fixation","ocd",9.44444444444444
"710","fixation","odd",6.11111111111111
"711","fixation","opinion",5.58333333333333
"712","fixation","oppress",5.66666666666667
"713","fixation","overwhelm",7.71428571428571
"714","fixation","overzeal",6.77777777777778
"715","fixation","paranoia",8.42857142857143
"716","fixation","paranoid",6.125
"717","fixation","passion",8.44444444444444
"718","fixation","peduncl",6
"719","fixation","possess",7.8
"720","fixation","preoccup",8.875
"721","fixation","preoccupi",5.6
"722","fixation","problem",5.57142857142857
"723","fixation","prowler",5.57142857142857
"724","fixation","psycholog",6.22222222222222
"725","fixation","psychopath",6.9
"726","fixation","psychot",6.09090909090909
"727","fixation","pursu",7
"728","fixation","pursual",8.16666666666667
"729","fixation","pursuit",6.72727272727273
"730","fixation","rabid",5.04
"731","fixation","rage",5.27272727272727
"732","fixation","restless",5.44444444444444
"733","fixation","revolv around",6.375
"734","fixation","rigid",6.22222222222222
"735","fixation","rigid mind-set",7.22222222222222
"736","fixation","rumin",6.5
"737","fixation","scienc",5.42857142857143
"738","fixation","search",5.14285714285714
"739","fixation","sexual",6
"740","fixation","sick",5.57142857142857
"741","fixation","social media",6.75
"742","fixation","sociopath",7.2
"743","fixation","stalk",8.3
"744","fixation","stalker",8.09090909090909
"745","fixation","stare",7.20512820512821
"746","fixation","stick to",6.90909090909091
"747","fixation","stick with",6.28571428571429
"748","fixation","stress",6.625
"749","fixation","studi",5.52380952380952
"750","fixation","taken up",5.5
"751","fixation","tedious",5.7
"752","fixation","tens",6.55555555555556
"753","fixation","think",7.88888888888889
"754","fixation","thought",9.125
"755","fixation","troubl",6.2
"756","fixation","unbend",6.85714285714286
"757","fixation","unblink",9
"758","fixation","uncomfort",5.55555555555556
"759","fixation","unhealth",5.28571428571429
"760","fixation","unhealthi",6
"761","fixation","unhing",5.3
"762","fixation","unnerv",5.5
"763","fixation","unyield",7
"764","fixation","upset",5.10526315789474
"765","fixation","uptight",8
"766","fixation","want",8.375
"767","fixation","watch",8
"768","fixation","watch over",7.71428571428571
"769","fixation","weird",6.14285714285714
"770","fixation","weirdi",5.16666666666667
"771","fixation","weirdo",5.9
"772","fixation","wonder",5.25
"773","fixation","worri",6.17857142857143
"774","fixation","zealot",5.9375
"775","frustration","accus",5.85714285714286
"776","frustration","action",5.375
"777","frustration","aggrav",6.16666666666667
"778","frustration","aggress",7.44
"779","frustration","aggriev",9.11111111111111
"780","frustration","agit",8.25
"781","frustration","anger",8.65
"782","frustration","angri",9.4375
"783","frustration","angst",7.18181818181818
"784","frustration","anguish",7.08333333333333
"785","frustration","annoy",9.32
"786","frustration","anxieti",7.84210526315789
"787","frustration","anxious",7.11764705882353
"788","frustration","anyon",5.71428571428571
"789","frustration","appar",5.125
"790","frustration","assault",5.11111111111111
"791","frustration","attack",7
"792","frustration","avoid",5.3
"793","frustration","bang",6.58333333333333
"794","frustration","bankruptci",7.14285714285714
"795","frustration","begrudg",5.625
"796","frustration","bemoan",7.63636363636364
"797","frustration","bewild",5.5
"798","frustration","bewilder",7.25
"799","frustration","blame",6.22222222222222
"800","frustration","blast",5.5
"801","frustration","block off",5.6
"802","frustration","blockad",6.11111111111111
"803","frustration","blockag",6
"804","frustration","blood-r",5.27272727272727
"805","frustration","blow up",5.28571428571429
"806","frustration","bother",7.69230769230769
"807","frustration","bottl up",7.15384615384615
"808","frustration","break",6.28571428571429
"809","frustration","break loos",5.66666666666667
"810","frustration","broken",5.1
"811","frustration","build up",7.08333333333333
"812","frustration","burst",5.66666666666667
"813","frustration","chaotic",6.14285714285714
"814","frustration","choler",5.33333333333333
"815","frustration","chuck up the spong",7
"816","frustration","come on",8
"817","frustration","complain",7.55555555555556
"818","frustration","complaint",6.81818181818182
"819","frustration","confront",5.11111111111111
"820","frustration","confus",6.8
"821","frustration","constern",7
"822","frustration","craze",5.9
"823","frustration","crazi",6.92307692307692
"824","frustration","cri",8.09523809523809
"825","frustration","crisi",7.625
"826","frustration","critic",5.65
"827","frustration","damag",6.18181818181818
"828","frustration","damn",5.63157894736842
